,date,site,count,name,latitude,longitude,installationdate
9262,2016-03-24,100009428,4348.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9263,2016-03-24,100009429,4598.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9264,2016-03-24,100010020,14254.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9265,2016-03-24,100010022,2724.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9267,2016-03-24,100051865,4598.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9268,2016-03-24,100058279,1826.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9269,2016-03-24,100062893,4598.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9270,2016-03-25,100009424,2490.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9271,2016-03-25,100009426,132.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9272,2016-03-25,100009427,4387.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9273,2016-03-25,100009428,2999.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9274,2016-03-25,100009429,3272.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9275,2016-03-25,100010020,4358.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9276,2016-03-25,100010022,1923.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9278,2016-03-25,100051865,3272.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9279,2016-03-25,100058279,2502.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9280,2016-03-25,100062893,3272.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9281,2016-03-26,100009424,2007.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9282,2016-03-26,100009426,170.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9283,2016-03-26,100009427,3795.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9284,2016-03-26,100009428,3098.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9285,2016-03-26,100009429,2959.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9286,2016-03-26,100010020,19369.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9287,2016-03-26,100010022,1857.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9289,2016-03-26,100051865,2959.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9290,2016-03-26,100058279,2152.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9291,2016-03-26,100062893,2959.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9292,2016-03-27,100009424,1757.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9293,2016-03-27,100009426,84.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9294,2016-03-27,100009427,2908.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9295,2016-03-27,100009428,2248.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9296,2016-03-27,100009429,2145.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9297,2016-03-27,100010020,30849.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9298,2016-03-27,100010022,1429.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9300,2016-03-27,100051865,2145.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9301,2016-03-27,100058279,1653.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9302,2016-03-27,100062893,2145.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9303,2016-03-28,100009424,1587.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9304,2016-03-28,100009426,49.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9305,2016-03-28,100009427,2094.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9306,2016-03-28,100009428,1645.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9307,2016-03-28,100009429,1435.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9308,2016-03-28,100010020,10418.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9309,2016-03-28,100010022,723.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9311,2016-03-28,100051865,1435.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9312,2016-03-28,100058279,4770.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9313,2016-03-28,100062893,1435.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9314,2016-03-29,100009424,2362.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9315,2016-03-29,100009426,139.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9316,2016-03-29,100009427,4554.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9317,2016-03-29,100009428,2945.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9318,2016-03-29,100009429,3844.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9319,2016-03-29,100010020,23916.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9320,2016-03-29,100010022,2230.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9322,2016-03-29,100051865,3844.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9323,2016-03-29,100058279,1516.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9324,2016-03-29,100062893,3844.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9325,2016-03-30,100009424,2671.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9326,2016-03-30,100009426,125.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9327,2016-03-30,100009427,5213.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9328,2016-03-30,100009428,3497.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9329,2016-03-30,100009429,4408.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9330,2016-03-30,100010020,16518.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9331,2016-03-30,100010022,2518.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9333,2016-03-30,100051865,4408.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9334,2016-03-30,100058279,1739.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9335,2016-03-30,100062893,4408.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9336,2016-03-31,100009424,3063.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9337,2016-03-31,100009426,159.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9338,2016-03-31,100009427,6270.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9339,2016-03-31,100009428,4252.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9340,2016-03-31,100009429,5397.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9341,2016-03-31,100010020,3710.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9342,2016-03-31,100010022,3040.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9344,2016-03-31,100051865,5397.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9345,2016-03-31,100058279,2176.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9346,2016-03-31,100062893,5397.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9347,2016-04-01,100009424,2360.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9348,2016-04-01,100009426,121.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9349,2016-04-01,100009427,4115.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9350,2016-04-01,100009428,2552.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9351,2016-04-01,100009429,3005.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9352,2016-04-01,100010017,336.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9353,2016-04-01,100010020,864.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9354,2016-04-01,100010022,1704.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9356,2016-04-01,100051865,3005.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9357,2016-04-01,100058279,1510.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9358,2016-04-01,100062893,3005.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9359,2016-04-02,100009424,1822.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9360,2016-04-02,100009426,75.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9361,2016-04-02,100009427,2565.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9362,2016-04-02,100009428,1884.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9363,2016-04-02,100009429,1571.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9364,2016-04-02,100010017,244.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9365,2016-04-02,100010020,1785.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9366,2016-04-02,100010022,827.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9368,2016-04-02,100051865,1571.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9369,2016-04-02,100058279,1215.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9370,2016-04-02,100062893,1571.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9371,2016-04-03,100009424,1650.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9372,2016-04-03,100009426,84.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9373,2016-04-03,100009427,1695.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9374,2016-04-03,100009428,1306.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9375,2016-04-03,100009429,1148.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9376,2016-04-03,100010017,115.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9377,2016-04-03,100010020,9812.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9378,2016-04-03,100010022,526.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9380,2016-04-03,100051865,1148.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9381,2016-04-03,100058279,645.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9382,2016-04-03,100062893,1148.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9383,2016-04-04,100009424,1280.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9384,2016-04-04,100009426,51.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9385,2016-04-04,100009427,1440.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9386,2016-04-04,100009428,1307.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9387,2016-04-04,100009429,1016.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9388,2016-04-04,100010017,210.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9389,2016-04-04,100010020,20727.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9390,2016-04-04,100010022,521.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9392,2016-04-04,100051865,1016.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9393,2016-04-04,100058279,494.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9394,2016-04-04,100062893,1016.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9395,2016-04-05,100009424,2026.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9396,2016-04-05,100009426,92.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9397,2016-04-05,100009427,3081.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9398,2016-04-05,100009428,2357.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9399,2016-04-05,100009429,2525.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9400,2016-04-05,100010017,303.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9401,2016-04-05,100010020,27022.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9402,2016-04-05,100010022,1416.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9404,2016-04-05,100051865,2525.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9405,2016-04-05,100058279,991.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9406,2016-04-05,100062893,2525.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9407,2016-04-06,100009424,2258.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9408,2016-04-06,100009426,102.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9409,2016-04-06,100009427,3856.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9410,2016-04-06,100009428,2849.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9411,2016-04-06,100009429,3227.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9412,2016-04-06,100010017,374.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9413,2016-04-06,100010020,20030.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9414,2016-04-06,100010022,1885.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9416,2016-04-06,100051865,3227.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9417,2016-04-06,100058279,1253.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9418,2016-04-06,100062893,3227.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9419,2016-04-07,100009424,2041.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9420,2016-04-07,100009426,94.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9421,2016-04-07,100009427,3282.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9422,2016-04-07,100009428,2457.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9423,2016-04-07,100009429,2487.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9424,2016-04-07,100010017,293.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9425,2016-04-07,100010020,10185.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9426,2016-04-07,100010022,1276.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9428,2016-04-07,100051865,2487.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9429,2016-04-07,100058279,1306.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9430,2016-04-07,100062893,2487.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9431,2016-04-08,100009424,2516.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9432,2016-04-08,100009426,125.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9433,2016-04-08,100009427,4113.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9434,2016-04-08,100009428,3194.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9435,2016-04-08,100009429,3330.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9436,2016-04-08,100010017,411.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9437,2016-04-08,100010020,27852.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9438,2016-04-08,100010022,1982.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9440,2016-04-08,100051865,3330.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9441,2016-04-08,100058279,1515.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9442,2016-04-08,100062893,3330.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9443,2016-04-09,100009424,1457.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9444,2016-04-09,100009426,65.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9445,2016-04-09,100009427,1507.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9446,2016-04-09,100009428,1502.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9447,2016-04-09,100009429,932.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9448,2016-04-09,100010017,162.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9449,2016-04-09,100010020,16001.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9450,2016-04-09,100010022,504.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9452,2016-04-09,100051865,932.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9453,2016-04-09,100058279,804.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9454,2016-04-09,100062893,932.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9455,2016-04-10,100009424,1976.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9456,2016-04-10,100009426,119.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9457,2016-04-10,100009427,3132.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9458,2016-04-10,100009428,2160.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9459,2016-04-10,100009429,2268.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9460,2016-04-10,100010017,202.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9461,2016-04-10,100010020,27662.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9462,2016-04-10,100010022,1447.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9464,2016-04-10,100051865,2268.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9465,2016-04-10,100058279,1815.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9466,2016-04-10,100062893,2268.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9467,2016-04-11,100009424,2476.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9468,2016-04-11,100009426,120.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9469,2016-04-11,100009427,4334.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9470,2016-04-11,100009428,3182.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9471,2016-04-11,100009429,3671.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9472,2016-04-11,100010017,343.0,Staten Island Ferry,40.643387,-74.072075,2016-03-31
9473,2016-04-11,100010020,20760.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9474,2016-04-11,100010022,2005.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9476,2016-04-11,100051865,3671.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9477,2016-04-11,100058279,1586.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9478,2016-04-11,100062893,3671.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9479,2016-04-12,100009424,1902.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9480,2016-04-12,100009426,107.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
