,date,site,count,name,latitude,longitude,installationdate
8990,2016-02-28,100010022,1516.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
8992,2016-02-28,100051865,2723.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
8993,2016-02-28,100058279,2308.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
8994,2016-02-28,100062893,2723.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
8995,2016-02-29,100009424,2332.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
8996,2016-02-29,100009426,76.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
8997,2016-02-29,100009427,3705.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
8998,2016-02-29,100009428,2886.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
8999,2016-02-29,100009429,3237.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9000,2016-02-29,100010020,25283.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9001,2016-02-29,100010022,1735.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9003,2016-02-29,100051865,3237.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9004,2016-02-29,100058279,1314.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9005,2016-02-29,100062893,3237.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9006,2016-03-01,100009424,2343.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9007,2016-03-01,100009426,92.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9008,2016-03-01,100009427,4186.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9009,2016-03-01,100009428,3176.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9010,2016-03-01,100009429,3476.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9011,2016-03-01,100010020,26516.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9012,2016-03-01,100010022,1965.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9014,2016-03-01,100051865,3476.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9015,2016-03-01,100058279,1326.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9016,2016-03-01,100062893,3476.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9017,2016-03-02,100009424,2089.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9018,2016-03-02,100009426,69.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9019,2016-03-02,100009427,3087.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9020,2016-03-02,100009428,2241.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9021,2016-03-02,100009429,2450.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9022,2016-03-02,100010020,31051.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9023,2016-03-02,100010022,1287.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9025,2016-03-02,100051865,2450.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9026,2016-03-02,100058279,1045.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9027,2016-03-02,100062893,2450.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9028,2016-03-03,100009424,1960.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9029,2016-03-03,100009426,70.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9030,2016-03-03,100009427,2812.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9031,2016-03-03,100009428,2215.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9032,2016-03-03,100009429,2184.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9033,2016-03-03,100010020,36559.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9034,2016-03-03,100010022,1149.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9036,2016-03-03,100051865,2184.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9037,2016-03-03,100058279,936.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9038,2016-03-03,100062893,2184.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9039,2016-03-04,100009424,1572.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9040,2016-03-04,100009426,50.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9041,2016-03-04,100009427,1644.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9042,2016-03-04,100009428,1443.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9043,2016-03-04,100009429,1037.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9044,2016-03-04,100010020,43152.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9045,2016-03-04,100010022,504.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9047,2016-03-04,100051865,1037.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9048,2016-03-04,100058279,554.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9049,2016-03-04,100062893,1037.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9050,2016-03-05,100009424,1720.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9051,2016-03-05,100009426,82.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9052,2016-03-05,100009427,2379.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9053,2016-03-05,100009428,1693.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9054,2016-03-05,100009429,1544.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9055,2016-03-05,100010020,41010.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9056,2016-03-05,100010022,718.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9058,2016-03-05,100051865,1544.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9059,2016-03-05,100058279,929.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9060,2016-03-05,100062893,1544.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9061,2016-03-06,100009424,1745.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9062,2016-03-06,100009426,69.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9063,2016-03-06,100009427,2328.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9064,2016-03-06,100009428,1657.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9065,2016-03-06,100009429,1655.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9066,2016-03-06,100010020,33876.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9067,2016-03-06,100010022,776.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9069,2016-03-06,100051865,1655.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9070,2016-03-06,100058279,1197.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9071,2016-03-06,100062893,1655.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9072,2016-03-07,100009424,2576.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9073,2016-03-07,100009426,111.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9074,2016-03-07,100009427,4689.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9075,2016-03-07,100009428,3425.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9076,2016-03-07,100009429,3983.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9077,2016-03-07,100010020,24068.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9078,2016-03-07,100010022,2137.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9080,2016-03-07,100051865,3983.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9081,2016-03-07,100058279,1600.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9082,2016-03-07,100062893,3983.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9083,2016-03-08,100009424,2877.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9084,2016-03-08,100009426,148.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9085,2016-03-08,100009427,5797.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9086,2016-03-08,100009428,4411.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9087,2016-03-08,100009429,5005.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9088,2016-03-08,100010020,25414.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9089,2016-03-08,100010022,2637.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9091,2016-03-08,100051865,5005.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9092,2016-03-08,100058279,2029.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9093,2016-03-08,100062893,5005.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9094,2016-03-09,100009424,3134.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9095,2016-03-09,100009426,168.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9096,2016-03-09,100009427,6749.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9097,2016-03-09,100009428,4972.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9098,2016-03-09,100009429,5738.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9099,2016-03-09,100010020,18226.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9100,2016-03-09,100010022,3160.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9102,2016-03-09,100051865,5738.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9103,2016-03-09,100058279,2514.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9104,2016-03-09,100062893,5738.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9105,2016-03-10,100009424,3092.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9106,2016-03-10,100009426,161.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9107,2016-03-10,100009427,6736.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9108,2016-03-10,100009428,4910.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9109,2016-03-10,100009429,5484.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9110,2016-03-10,100010020,5286.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9111,2016-03-10,100010022,2983.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9113,2016-03-10,100051865,5484.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9114,2016-03-10,100058279,2379.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9115,2016-03-10,100062893,5484.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9116,2016-03-11,100009424,2916.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9117,2016-03-11,100009426,157.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9118,2016-03-11,100009427,5597.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9119,2016-03-11,100009428,3931.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9120,2016-03-11,100009429,4454.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9121,2016-03-11,100010020,6360.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9122,2016-03-11,100010022,2501.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9124,2016-03-11,100051865,4454.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9125,2016-03-11,100058279,2027.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9126,2016-03-11,100062893,4454.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9127,2016-03-12,100009424,2418.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9128,2016-03-12,100009426,141.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9129,2016-03-12,100009427,4706.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9130,2016-03-12,100009428,3564.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9131,2016-03-12,100009429,3474.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9132,2016-03-12,100010020,14163.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9133,2016-03-12,100010022,2041.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9135,2016-03-12,100051865,3474.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9136,2016-03-12,100058279,2665.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9137,2016-03-12,100062893,3474.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9138,2016-03-13,100009424,2076.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9139,2016-03-13,100009426,126.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9140,2016-03-13,100009427,3430.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9141,2016-03-13,100009428,2556.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9142,2016-03-13,100009429,2740.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9143,2016-03-13,100010020,13024.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9144,2016-03-13,100010022,1643.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9146,2016-03-13,100051865,2740.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9147,2016-03-13,100058279,2101.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9148,2016-03-13,100062893,2740.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9149,2016-03-14,100009424,1176.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9150,2016-03-14,100009426,53.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9151,2016-03-14,100009427,1296.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9152,2016-03-14,100009428,1374.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9153,2016-03-14,100009429,845.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9154,2016-03-14,100010020,31746.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9155,2016-03-14,100010022,435.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9157,2016-03-14,100051865,845.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9158,2016-03-14,100058279,470.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9159,2016-03-14,100062893,845.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9160,2016-03-15,100009424,2343.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9161,2016-03-15,100009426,106.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9162,2016-03-15,100009427,3893.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9163,2016-03-15,100009428,2861.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9164,2016-03-15,100009429,3175.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9165,2016-03-15,100010020,22990.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9166,2016-03-15,100010022,1881.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9168,2016-03-15,100051865,3175.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9169,2016-03-15,100058279,1365.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9170,2016-03-15,100062893,3175.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9171,2016-03-16,100009424,2579.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9172,2016-03-16,100009426,121.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9173,2016-03-16,100009427,5089.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9174,2016-03-16,100009428,3904.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9175,2016-03-16,100009429,4184.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9176,2016-03-16,100010020,11112.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9177,2016-03-16,100010022,2437.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9179,2016-03-16,100051865,4184.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9180,2016-03-16,100058279,1792.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9181,2016-03-16,100062893,4184.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9182,2016-03-17,100009424,2662.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9183,2016-03-17,100009426,119.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9184,2016-03-17,100009427,5074.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9185,2016-03-17,100009428,3866.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9186,2016-03-17,100009429,4006.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9187,2016-03-17,100010020,5824.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9188,2016-03-17,100010022,2352.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9190,2016-03-17,100051865,4006.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9191,2016-03-17,100058279,1752.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9192,2016-03-17,100062893,4006.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9193,2016-03-18,100009424,2765.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9194,2016-03-18,100009426,137.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9195,2016-03-18,100009427,4676.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9196,2016-03-18,100009428,3552.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9197,2016-03-18,100009429,3746.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9198,2016-03-18,100010020,16128.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9199,2016-03-18,100010022,2166.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9201,2016-03-18,100051865,3746.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9202,2016-03-18,100058279,1651.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9203,2016-03-18,100062893,3746.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9204,2016-03-19,100009424,1943.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9205,2016-03-19,100009426,131.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9206,2016-03-19,100009427,3225.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9207,2016-03-19,100009428,2549.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9208,2016-03-19,100009429,2249.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9209,2016-03-19,100010020,8732.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9210,2016-03-19,100010022,1323.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9212,2016-03-19,100051865,2249.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9213,2016-03-19,100058279,1449.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9214,2016-03-19,100062893,2249.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9215,2016-03-20,100009424,1699.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9216,2016-03-20,100009426,58.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9217,2016-03-20,100009427,1743.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9218,2016-03-20,100009428,1384.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9219,2016-03-20,100009429,1220.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9220,2016-03-20,100010020,40920.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9221,2016-03-20,100010022,614.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9223,2016-03-20,100051865,1220.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9224,2016-03-20,100058279,1344.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9225,2016-03-20,100062893,1220.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9226,2016-03-21,100009424,1909.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9227,2016-03-21,100009426,93.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9228,2016-03-21,100009427,3028.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9229,2016-03-21,100009428,2278.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9230,2016-03-21,100009429,2399.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9231,2016-03-21,100010020,33196.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9232,2016-03-21,100010022,1395.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9234,2016-03-21,100051865,2399.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9235,2016-03-21,100058279,2561.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9236,2016-03-21,100062893,2399.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9237,2016-03-22,100009424,2618.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9238,2016-03-22,100009426,129.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9239,2016-03-22,100009427,4577.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9240,2016-03-22,100009428,3534.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9241,2016-03-22,100009429,3874.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9242,2016-03-22,100010020,35376.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9243,2016-03-22,100010022,2171.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9245,2016-03-22,100051865,3874.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9246,2016-03-22,100058279,1605.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9247,2016-03-22,100062893,3874.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9248,2016-03-23,100009424,3093.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9249,2016-03-23,100009426,190.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9250,2016-03-23,100009427,6334.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
9251,2016-03-23,100009428,4705.0,Ed Koch Queensboro Bridge Shared Path,40.751038,-73.94082,2013-12-04
9252,2016-03-23,100009429,5389.0,Manhattan Bridge 2013 to 2018 Bike Counter,40.699768,-73.98582,2013-12-03
9253,2016-03-23,100010020,12151.0,1st Avenue - 26th St N - Interference testing,40.73883,-73.977165,1900-01-01
9254,2016-03-23,100010022,3143.0,Brooklyn Bridge Bike Path,40.709274,-74.00099,2013-12-19
9256,2016-03-23,100051865,5389.0,Manhattan Bridge 2012 to 2019 Bike Counter,40.69981,-73.98589,2012-08-31
9257,2016-03-23,100058279,2378.0,Kent Ave btw South 6th St. and Broadway,40.711282432675226,-73.96838606913825,2014-08-14
9258,2016-03-23,100062893,5389.0,Manhattan Bridge Bike Comprehensive,40.7156,-73.99475,2012-08-31
9259,2016-03-24,100009424,2765.0,2nd Avenue - 26th St S,40.73971,-73.97954,2015-05-22
9260,2016-03-24,100009426,140.0,Manhattan Bridge Ped Path,40.714573,-73.99495,2013-12-04
9261,2016-03-24,100009427,5476.0,Williamsburg Bridge Bike Path,40.71053,-73.96145,2013-12-03
